id,category,arm,repeat,wall_s,server_prompt_ms,server_predicted_ms,http_calls,scoring_calls,tokens,held_fraction,divergences,correct,analytic_speedup
fact-answer-changing-edit,fact_answer,tau=0.0,0,21.9641,20647.47,0.1,101,2,113,0.115,2,pass,1.0273
fact-answer-changing-edit,fact_answer,tau=3.0,0,7.0782,6785.36,0.02,23,3,109,0.7982,3,pass,2.6585
fact-answer-changing-edit,fact_answer,baseline,1,7.2106,40.51,7169.15,1,0,114,,,pass,1.0
fact-answer-changing-edit,fact_answer,tau=0.0,1,31.4775,30161.23,0.1,101,2,113,0.115,2,pass,1.0273
fact-answer-changing-edit,fact_answer,tau=3.0,1,8.1712,7873.58,0.02,23,3,109,0.7982,3,pass,2.6585
fact-answer-changing-edit,fact_answer,baseline,2,5.5398,39.41,5499.45,1,0,114,,,pass,1.0
fact-answer-changing-edit,fact_answer,tau=0.0,2,24.3812,23059.5,0.1,101,2,113,0.115,2,pass,1.0273
fact-answer-changing-edit,fact_answer,tau=3.0,2,6.9212,6621.32,0.02,23,3,109,0.7982,3,pass,2.6585
fact-relabel-column,fact_answer,baseline,0,3.1297,40.36,3088.4,1,0,104,,,pass,1.0
fact-relabel-column,fact_answer,tau=0.0,0,2.629,2547.14,0.01,6,3,103,0.9612,1,pass,6.8667
fact-relabel-column,fact_answer,tau=3.0,0,1.5973,1567.52,0.0,2,2,102,1.0,0,pass,14.5714
fact-relabel-column,fact_answer,baseline,1,3.1935,42.85,3149.85,1,0,104,,,pass,1.0
fact-relabel-column,fact_answer,tau=0.0,1,2.601,2519.37,0.01,6,3,103,0.9612,1,pass,6.8667
fact-relabel-column,fact_answer,tau=3.0,1,1.579,1549.92,0.0,2,2,102,1.0,0,pass,14.5714
fact-relabel-column,fact_answer,baseline,2,3.4683,43.61,3423.84,1,0,104,,,pass,1.0
fact-relabel-column,fact_answer,tau=0.0,2,2.9477,2848.42,0.01,6,3,103,0.9612,1,pass,6.8667
fact-relabel-column,fact_answer,tau=3.0,2,1.574,1544.8,0.0,2,2,102,1.0,0,pass,14.5714

