id,category,arm,repeat,wall_s,server_prompt_ms,server_predicted_ms,http_calls,scoring_calls,tokens,held_fraction,divergences,correct,analytic_speedup
doc-typo-fix,doc_summary,baseline,0,1.1775,35.3,1141.4,1,0,86,,,,1.0
doc-typo-fix,doc_summary,tau=0.0,0,13.2321,12487.27,0.06,59,6,85,0.3176,6,,0.9659
doc-typo-fix,doc_summary,tau=3.0,0,1.3207,1289.64,0.0,2,2,76,1.0,0,,15.2
doc-typo-fix,doc_summary,baseline,1,1.3118,38.74,1272.17,1,0,86,,,,1.0
doc-typo-fix,doc_summary,tau=0.0,1,13.1174,12395.52,0.06,59,6,85,0.3176,6,,0.9659
doc-typo-fix,doc_summary,tau=3.0,1,1.211,1183.18,0.0,2,2,76,1.0,0,,15.2
doc-typo-fix,doc_summary,baseline,2,1.1824,35.48,1146.01,1,0,86,,,,1.0
doc-typo-fix,doc_summary,tau=0.0,2,13.3911,12653.02,0.06,59,6,85,0.3176,6,,0.9659
doc-typo-fix,doc_summary,tau=3.0,2,1.3224,1291.9,0.0,2,2,76,1.0,0,,15.2
doc-append-sentence,doc_summary,baseline,0,1.3856,32.57,1352.12,1,0,100,,,,1.0
doc-append-sentence,doc_summary,tau=0.0,0,14.6874,13877.47,0.06,64,6,103,0.3883,6,,1.2262
doc-append-sentence,doc_summary,tau=3.0,0,8.6945,8247.0,0.04,35,3,94,0.6383,2,,1.8431
doc-append-sentence,doc_summary,baseline,1,1.345,33.7,1310.25,1,0,100,,,,1.0
doc-append-sentence,doc_summary,tau=0.0,1,14.1722,13386.39,0.06,64,6,103,0.3883,6,,1.2262
doc-append-sentence,doc_summary,tau=3.0,1,8.5857,8140.94,0.04,35,3,94,0.6383,2,,1.8431
doc-append-sentence,doc_summary,baseline,2,1.5259,37.76,1487.05,1,0,100,,,,1.0
doc-append-sentence,doc_summary,tau=0.0,2,14.4191,13634.28,0.06,64,6,103,0.3883,6,,1.2262
doc-append-sentence,doc_summary,tau=3.0,2,8.3849,7946.32,0.04,35,3,94,0.6383,2,,1.8431
doc-reword-middle,doc_summary,baseline,0,1.2971,35.51,1260.66,1,0,93,,,,1.0
doc-reword-middle,doc_summary,tau=0.0,0,13.5021,12714.15,0.06,64,5,91,0.3077,5,,1.0341
doc-reword-middle,doc_summary,tau=3.0,0,2.1696,2102.33,0.01,5,2,76,0.9474,1,,5.4286
doc-reword-middle,doc_summary,baseline,1,1.3268,39.04,1286.82,1,0,93,,,,1.0
doc-reword-middle,doc_summary,tau=0.0,1,13.7433,12935.16,0.06,64,5,91,0.3077,5,,1.0341
doc-reword-middle,doc_summary,tau=3.0,1,2.1968,2130.28,0.01,5,2,76,0.9474,1,,5.4286
doc-reword-middle,doc_summary,baseline,2,1.3225,36.44,1285.2,1,0,93,,,,1.0
doc-reword-middle,doc_summary,tau=0.0,2,13.7982,12992.0,0.06,64,5,91,0.3077,5,,1.0341
doc-reword-middle,doc_summary,tau=3.0,2,2.1769,2110.53,0.01,5,2,76,0.9474,1,,5.4286
doc-append-unrelated,doc_summary,baseline,0,0.9797,39.33,939.42,1,0,66,,,,1.0
doc-append-unrelated,doc_summary,tau=0.0,0,8.5509,8008.02,0.04,43,4,65,0.3538,3,,1.0484
doc-append-unrelated,doc_summary,tau=3.0,0,0.8091,794.14,0.0,1,1,57,1.0,0,,14.25
doc-append-unrelated,doc_summary,baseline,1,0.9363,36.17,899.26,1,0,66,,,,1.0
doc-append-unrelated,doc_summary,tau=0.0,1,8.5314,7990.69,0.04,43,4,65,0.3538,3,,1.0484
doc-append-unrelated,doc_summary,tau=3.0,1,0.8247,809.47,0.0,1,1,57,1.0,0,,14.25
doc-append-unrelated,doc_summary,baseline,2,0.9303,35.3,894.26,1,0,66,,,,1.0
doc-append-unrelated,doc_summary,tau=0.0,2,8.4677,7924.48,0.04,43,4,65,0.3538,3,,1.0484
doc-append-unrelated,doc_summary,tau=3.0,2,0.8222,806.91,0.0,1,1,57,1.0,0,,14.25
doc-fix-punctuation,doc_summary,baseline,0,0.8203,34.5,784.63,1,0,58,,,,1.0
doc-fix-punctuation,doc_summary,tau=0.0,0,0.8356,820.02,0.0,1,1,57,1.0,0,,14.25
doc-fix-punctuation,doc_summary,tau=3.0,0,0.8166,801.45,0.0,1,1,57,1.0,0,,14.25
doc-fix-punctuation,doc_summary,baseline,1,0.8284,38.1,789.47,1,0,58,,,,1.0
doc-fix-punctuation,doc_summary,tau=0.0,1,0.8364,820.66,0.0,1,1,57,1.0,0,,14.25
doc-fix-punctuation,doc_summary,tau=3.0,1,0.8176,802.25,0.0,1,1,57,1.0,0,,14.25
doc-fix-punctuation,doc_summary,baseline,2,0.8213,37.25,783.27,1,0,58,,,,1.0
doc-fix-punctuation,doc_summary,tau=0.0,2,0.8296,814.38,0.0,1,1,57,1.0,0,,14.25
doc-fix-punctuation,doc_summary,tau=3.0,2,0.8087,793.58,0.0,1,1,57,1.0,0,,14.25
doc-change-key-fact,doc_summary,baseline,0,0.8664,35.32,830.36,1,0,62,,,pass,1.0
doc-change-key-fact,doc_summary,tau=0.0,0,4.6913,4429.28,0.02,21,3,55,0.6364,3,pass,1.5278
doc-change-key-fact,doc_summary,tau=3.0,0,3.6101,3398.25,0.02,17,2,55,0.7091,2,pass,1.9643
doc-change-key-fact,doc_summary,baseline,1,0.8691,33.5,834.7,1,0,62,,,pass,1.0
doc-change-key-fact,doc_summary,tau=0.0,1,4.7057,4443.86,0.02,21,3,55,0.6364,3,pass,1.5278
doc-change-key-fact,doc_summary,tau=3.0,1,3.6146,3400.55,0.02,17,2,55,0.7091,2,pass,1.9643
doc-change-key-fact,doc_summary,baseline,2,0.8702,37.69,831.56,1,0,62,,,pass,1.0
doc-change-key-fact,doc_summary,tau=0.0,2,4.7517,4484.96,0.02,21,3,55,0.6364,3,pass,1.5278
doc-change-key-fact,doc_summary,tau=3.0,2,3.6681,3455.71,0.02,17,2,55,0.7091,2,pass,1.9643
fact-irrelevant-row,fact_answer,baseline,0,1.153,33.79,1118.25,1,0,83,,,pass,1.0
fact-irrelevant-row,fact_answer,tau=0.0,0,3.8395,3638.68,0.02,16,2,82,0.8171,1,pass,3.4167
fact-irrelevant-row,fact_answer,tau=3.0,0,6.2257,5937.33,0.02,23,3,120,0.825,1,pass,3.6364
fact-irrelevant-row,fact_answer,baseline,1,1.1605,37.68,1121.97,1,0,83,,,pass,1.0
fact-irrelevant-row,fact_answer,tau=0.0,1,3.8419,3641.04,0.02,16,2,82,0.8171,1,pass,3.4167
fact-irrelevant-row,fact_answer,tau=3.0,1,6.1666,5878.22,0.02,23,3,120,0.825,1,pass,3.6364
fact-irrelevant-row,fact_answer,baseline,2,1.1656,38.98,1125.62,1,0,83,,,pass,1.0
fact-irrelevant-row,fact_answer,tau=0.0,2,3.8736,3672.25,0.02,16,2,82,0.8171,1,pass,3.4167
fact-irrelevant-row,fact_answer,tau=3.0,2,6.1414,5853.78,0.02,23,3,120,0.825,1,pass,3.6364
fact-answer-changing-edit,fact_answer,baseline,0,1.58,36.54,1542.67,1,0,114,,,pass,1.0
fact-answer-changing-edit,fact_answer,tau=0.0,0,19.9102,18652.59,0.1,101,2,113,0.115,2,pass,1.0273
fact-answer-changing-edit,fact_answer,tau=3.0,0,6.2548,5966.06,0.02,23,3,109,0.7982,3,pass,2.6585
fact-answer-changing-edit,fact_answer,baseline,1,1.5879,35.29,1551.88,1,0,114,,,pass,1.0
fact-answer-changing-edit,fact_answer,tau=0.0,1,19.6195,18370.64,0.1,101,2,113,0.115,2,pass,1.0273
fact-answer-changing-edit,fact_answer,tau=3.0,1,6.2581,5971.29,0.02,23,3,109,0.7982,3,pass,2.6585
fact-answer-changing-edit,fact_answer,baseline,2,1.5666,34.42,1531.38,1,0,114,,,pass,1.0
fact-answer-changing-edit,fact_answer,tau=0.0,2,19.9249,18683.9,0.1,101,2,113,0.115,2,pass,1.0273
fact-answer-changing-edit,fact_answer,tau=3.0,2,6.2872,5999.43,0.02,23,3,109,0.7982,3,pass,2.6585
fact-relabel-column,fact_answer,baseline,0,1.4326,36.99,1394.84,1,0,104,,,pass,1.0
fact-relabel-column,fact_answer,tau=0.0,0,2.4865,2405.78,0.01,6,3,103,0.9612,1,pass,6.8667
fact-relabel-column,fact_answer,tau=3.0,0,1.5576,1527.85,0.0,2,2,102,1.0,0,pass,14.5714
fact-relabel-column,fact_answer,baseline,1,1.4374,37.27,1399.18,1,0,104,,,pass,1.0
fact-relabel-column,fact_answer,tau=0.0,1,2.4574,2378.53,0.01,6,3,103,0.9612,1,pass,6.8667
fact-relabel-column,fact_answer,tau=3.0,1,1.5408,1511.62,0.0,2,2,102,1.0,0,pass,14.5714
fact-relabel-column,fact_answer,baseline,2,1.4268,37.11,1388.93,1,0,104,,,pass,1.0
fact-relabel-column,fact_answer,tau=0.0,2,2.4648,2386.55,0.01,6,3,103,0.9612,1,pass,6.8667
fact-relabel-column,fact_answer,tau=3.0,2,1.538,1508.7,0.0,2,2,102,1.0,0,pass,14.5714

