id,category,rule,tokens,held_fraction,divergences,forward_passes,speedup,naive_salvage,correct
code-introduce-bug,code_review,"confidence_gated:tau=3.0,p_cut=0.9",106,0.5849,3,62,1.7097,0.5575,pass
code-introduce-bug,code_review,entropy_scaled:tau=1.5,106,0.5849,3,62,1.7097,0.5575,pass
code-introduce-bug,code_review,entropy_scaled:tau=3.0,106,0.5849,3,62,1.7097,0.5575,pass
code-add-guard,code_review,tau:0.0,171,0.4094,4,124,1.379,0.3435,pass
code-add-guard,code_review,tau:1.5,243,0.3292,9,205,1.1854,0.3435,pass
code-add-guard,code_review,tau:3.0,311,0.3055,7,255,1.2196,0.3435,pass
code-add-guard,code_review,"confidence_gated:tau=1.5,p_cut=0.9",243,0.3292,9,205,1.1854,0.3435,pass
code-add-guard,code_review,"confidence_gated:tau=3.0,p_cut=0.9",311,0.3055,7,255,1.2196,0.3435,pass
code-add-guard,code_review,entropy_scaled:tau=1.5,171,0.4094,4,124,1.379,0.3435,pass
code-add-guard,code_review,entropy_scaled:tau=3.0,165,0.4242,8,122,1.3525,0.3435,pass
code-reformat-whitespace,code_review,tau:0.0,184,0.1848,7,181,1.0166,0.1607,pass
code-reformat-whitespace,code_review,tau:1.5,283,0.1837,7,263,1.076,0.1607,pass
code-reformat-whitespace,code_review,tau:3.0,283,0.1837,7,263,1.076,0.1607,pass
code-reformat-whitespace,code_review,"confidence_gated:tau=1.5,p_cut=0.9",283,0.1837,7,263,1.076,0.1607,pass
code-reformat-whitespace,code_review,"confidence_gated:tau=3.0,p_cut=0.9",283,0.1837,7,263,1.076,0.1607,pass
code-reformat-whitespace,code_review,entropy_scaled:tau=1.5,184,0.1848,7,181,1.0166,0.1607,pass
code-reformat-whitespace,code_review,entropy_scaled:tau=3.0,283,0.1837,7,263,1.076,0.1607,pass
code-add-typehints,code_review,tau:0.0,130,0.3,5,112,1.1607,0.2328,pass
code-add-typehints,code_review,tau:1.5,108,0.8519,2,32,3.375,0.2328,pass
code-add-typehints,code_review,tau:3.0,109,1.0,0,7,15.5714,0.2328,pass
code-add-typehints,code_review,"confidence_gated:tau=1.5,p_cut=0.9",108,0.8519,2,32,3.375,0.2328,pass
code-add-typehints,code_review,"confidence_gated:tau=3.0,p_cut=0.9",109,1.0,0,7,15.5714,0.2328,pass
code-add-typehints,code_review,entropy_scaled:tau=1.5,202,0.2574,3,167,1.2096,0.2328,pass
code-add-typehints,code_review,entropy_scaled:tau=3.0,108,0.8148,3,40,2.7,0.2328,pass
code-break-logic,code_review,tau:0.0,140,0.0143,1,143,0.979,0.0,FAIL
code-break-logic,code_review,tau:1.5,143,0.042,1,142,1.007,0.0,FAIL
code-break-logic,code_review,tau:3.0,143,0.042,1,142,1.007,0.0,FAIL
code-break-logic,code_review,"confidence_gated:tau=1.5,p_cut=0.9",143,0.042,1,142,1.007,0.0,FAIL
code-break-logic,code_review,"confidence_gated:tau=3.0,p_cut=0.9",143,0.042,1,142,1.007,0.0,FAIL
code-break-logic,code_review,entropy_scaled:tau=1.5,140,0.0143,1,143,0.979,0.0,FAIL
code-break-logic,code_review,entropy_scaled:tau=3.0,143,0.042,1,142,1.007,0.0,FAIL
doc-typo-fix,doc_summary,tau:0.0,72,0.8889,2,17,4.2353,0.9861,pass
doc-typo-fix,doc_summary,tau:1.5,72,0.9444,1,13,5.5385,0.9861,pass
doc-typo-fix,doc_summary,tau:3.0,72,0.9444,1,13,5.5385,0.9861,pass
doc-typo-fix,doc_summary,"confidence_gated:tau=1.5,p_cut=0.9",72,0.9444,1,13,5.5385,0.9861,pass
doc-typo-fix,doc_summary,"confidence_gated:tau=3.0,p_cut=0.9",72,0.9444,1,13,5.5385,0.9861,pass
doc-typo-fix,doc_summary,entropy_scaled:tau=1.5,72,0.9444,1,13,5.5385,0.9861,pass
doc-typo-fix,doc_summary,entropy_scaled:tau=3.0,72,0.9444,1,13,5.5385,0.9861,pass
doc-append-sentence,doc_summary,tau:0.0,94,0.5957,3,55,1.7091,0.6596,pass
doc-append-sentence,doc_summary,tau:1.5,88,0.6705,2,42,2.0952,0.6596,pass
doc-append-sentence,doc_summary,tau:3.0,88,0.6705,2,42,2.0952,0.6596,pass
doc-append-sentence,doc_summary,"confidence_gated:tau=1.5,p_cut=0.9",88,0.6705,2,42,2.0952,0.6596,pass
doc-append-sentence,doc_summary,"confidence_gated:tau=3.0,p_cut=0.9",88,0.6705,2,42,2.0952,0.6596,pass
doc-append-sentence,doc_summary,entropy_scaled:tau=1.5,93,0.6022,3,54,1.7222,0.6596,pass
doc-append-sentence,doc_summary,entropy_scaled:tau=3.0,93,0.6022,3,54,1.7222,0.6596,pass
doc-reword-middle,doc_summary,tau:0.0,75,0.4133,5,70,1.0714,0.5309,pass
doc-reword-middle,doc_summary,tau:1.5,86,0.3837,5,79,1.0886,0.5309,pass
doc-reword-middle,doc_summary,tau:3.0,76,0.8947,1,17,4.4706,0.5309,pass
doc-reword-middle,doc_summary,"confidence_gated:tau=1.5,p_cut=0.9",86,0.3837,5,79,1.0886,0.5309,pass
doc-reword-middle,doc_summary,"confidence_gated:tau=3.0,p_cut=0.9",92,0.3913,5,81,1.1358,0.5309,pass
doc-reword-middle,doc_summary,entropy_scaled:tau=1.5,81,0.3457,6,79,1.0253,0.5309,pass
doc-reword-middle,doc_summary,entropy_scaled:tau=3.0,86,0.3837,5,79,1.0886,0.5309,pass
doc-append-unrelated,doc_summary,tau:0.0,52,0.3077,3,46,1.1304,0.3654,pass
doc-append-unrelated,doc_summary,tau:1.5,51,0.3529,3,43,1.186,0.3654,pass
doc-append-unrelated,doc_summary,tau:3.0,45,1.0,0,3,15.0,0.3654,FAIL
doc-append-unrelated,doc_summary,"confidence_gated:tau=1.5,p_cut=0.9",51,0.3529,3,43,1.186,0.3654,pass
doc-append-unrelated,doc_summary,"confidence_gated:tau=3.0,p_cut=0.9",45,1.0,0,3,15.0,0.3654,FAIL
doc-append-unrelated,doc_summary,entropy_scaled:tau=1.5,52,0.3077,3,46,1.1304,0.3654,pass
doc-append-unrelated,doc_summary,entropy_scaled:tau=3.0,51,0.3529,3,43,1.186,0.3654,pass
doc-fix-punctuation,doc_summary,tau:0.0,51,0.4706,3,43,1.186,1.0,FAIL
doc-fix-punctuation,doc_summary,tau:1.5,45,1.0,0,3,15.0,1.0,FAIL
doc-fix-punctuation,doc_summary,tau:3.0,45,1.0,0,3,15.0,1.0,FAIL
doc-fix-punctuation,doc_summary,"confidence_gated:tau=1.5,p_cut=0.9",45,1.0,0,3,15.0,1.0,FAIL
doc-fix-punctuation,doc_summary,"confidence_gated:tau=3.0,p_cut=0.9",45,1.0,0,3,15.0,1.0,FAIL
doc-fix-punctuation,doc_summary,entropy_scaled:tau=1.5,51,0.4706,3,43,1.186,1.0,FAIL
doc-fix-punctuation,doc_summary,entropy_scaled:tau=3.0,48,0.5625,2,32,1.5,1.0,FAIL
doc-change-key-fact,doc_summary,tau:0.0,70,0.4143,2,52,1.3462,0.35,FAIL
doc-change-key-fact,doc_summary,tau:1.5,70,0.4143,2,52,1.3462,0.35,FAIL
doc-change-key-fact,doc_summary,tau:3.0,70,0.4143,2,52,1.3462,0.35,FAIL
doc-change-key-fact,doc_summary,"confidence_gated:tau=1.5,p_cut=0.9",70,0.4143,2,52,1.3462,0.35,FAIL
doc-change-key-fact,doc_summary,"confidence_gated:tau=3.0,p_cut=0.9",70,0.4143,2,52,1.3462,0.35,FAIL
doc-change-key-fact,doc_summary,entropy_scaled:tau=1.5,70,0.4143,2,52,1.3462,0.35,FAIL
doc-change-key-fact,doc_summary,entropy_scaled:tau=3.0,70,0.4143,2,52,1.3462,0.35,FAIL
fact-irrelevant-row,fact_answer,tau:0.0,30,1.0,0,2,15.0,1.0,FAIL
fact-irrelevant-row,fact_answer,tau:1.5,30,1.0,0,2,15.0,1.0,FAIL
fact-irrelevant-row,fact_answer,tau:3.0,30,1.0,0,2,15.0,1.0,FAIL
fact-irrelevant-row,fact_answer,"confidence_gated:tau=1.5,p_cut=0.9",30,1.0,0,2,15.0,1.0,FAIL
fact-irrelevant-row,fact_answer,"confidence_gated:tau=3.0,p_cut=0.9",30,1.0,0,2,15.0,1.0,FAIL
fact-irrelevant-row,fact_answer,entropy_scaled:tau=1.5,30,1.0,0,2,15.0,1.0,FAIL
fact-irrelevant-row,fact_answer,entropy_scaled:tau=3.0,30,1.0,0,2,15.0,1.0,FAIL
fact-answer-changing-edit,fact_answer,tau:0.0,30,0.8667,1,11,2.7273,0.9667,pass
fact-answer-changing-edit,fact_answer,tau:1.5,30,0.8667,1,11,2.7273,0.9667,pass
fact-answer-changing-edit,fact_answer,tau:3.0,30,0.8667,1,11,2.7273,0.9667,pass
fact-answer-changing-edit,fact_answer,"confidence_gated:tau=1.5,p_cut=0.9",30,0.8667,1,11,2.7273,0.9667,pass
fact-answer-changing-edit,fact_answer,"confidence_gated:tau=3.0,p_cut=0.9",30,0.8667,1,11,2.7273,0.9667,pass
fact-answer-changing-edit,fact_answer,entropy_scaled:tau=1.5,30,0.8667,1,11,2.7273,0.9667,pass
fact-answer-changing-edit,fact_answer,entropy_scaled:tau=3.0,30,0.8667,1,11,2.7273,0.9667,pass
fact-relabel-column,fact_answer,tau:0.0,31,0.871,1,11,2.8182,0.9677,FAIL
fact-relabel-column,fact_answer,tau:1.5,31,0.871,1,11,2.8182,0.9677,FAIL
fact-relabel-column,fact_answer,tau:3.0,30,1.0,0,2,15.0,0.9677,FAIL
fact-relabel-column,fact_answer,"confidence_gated:tau=1.5,p_cut=0.9",31,0.871,1,11,2.8182,0.9677,FAIL
fact-relabel-column,fact_answer,"confidence_gated:tau=3.0,p_cut=0.9",31,0.871,1,11,2.8182,0.9677,FAIL
fact-relabel-column,fact_answer,entropy_scaled:tau=1.5,31,0.871,1,11,2.8182,0.9677,FAIL
fact-relabel-column,fact_answer,entropy_scaled:tau=3.0,31,0.871,1,11,2.8182,0.9677,FAIL
